"YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit ","Sample_Size","Total","Age(months)","Sex","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.1","15.1",,,"10.7","21.0","185",,"48 - 59",,,"    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian/Pacific Islander","    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"11.8","19.7","313",,,"Female",,"    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Sex","Female","SEX","FEMALE"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.9","13.9",,,"9.1","20.6","137",,,,"Hispanic","    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.0","13.0",,,"9.9","16.9","354",,,"Male",,"    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Sex","Male","SEX","MALE"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.8","13.8",,,"11.1","17.1","514",,,,"Non-Hispanic Black","    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Non-Hispanic White","    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","VI","Virgin Islands","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.1","14.1",,,"11.7","16.9","667","Total",,,,"    (18.335765, -64.896335)","OWS","OWS1","Q040","VALUE","78","Total","Total","OVR","OVERALL"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.9","13.9",,,"13.3","14.5","13,821",,"24 - 35",,,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","16.7","16.7",,,"16.0","17.5","10,223",,"36 - 47",,,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","17.8","17.8",,,"16.8","18.9","5,240",,"48 - 59",,,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.7","14.7",,,"10.5","20.1","211",,,,"American Indian/Alaska Native","    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.7","14.7",,,"11.0","19.4","272",,,,"Asian/Pacific Islander","    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","15.4","15.4",,,"14.9","16.0","14,389",,,"Female",,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Sex","Female","SEX","FEMALE"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","24.7","24.7",,,"23.5","26.0","4,532",,,,"Hispanic","    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","15.7","15.7",,,"15.1","16.3","14,895",,,"Male",,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Sex","Male","SEX","MALE"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.2","13.2",,,"12.7","13.8","14,321",,,,"Non-Hispanic Black","    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.9","14.9",,,"14.2","15.6","9,948",,,,"Non-Hispanic White","    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","AL","Alabama","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","15.6","15.6",,,"15.2","16.0","29,284","Total",,,,"    (32.84057112200048, -86.63186076199969)","OWS","OWS1","Q041","VALUE","01","Total","Total","OVR","OVERALL"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.6","19.6",,,"17.7","21.6","1,522",,"24 - 35",,,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","20.8","20.8",,,"18.7","23.0","1,365",,"36 - 47",,,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","18.3","18.3",,,"15.2","21.9","503",,"48 - 59",,,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","29.4","29.4",,,"26.9","32.1","1,186",,,,"American Indian/Alaska Native","    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","26.5","26.5",,,"22.6","30.7","461",,,,"Asian/Pacific Islander","    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.5","19.5",,,"17.7","21.5","1,649",,,"Female",,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Sex","Female","SEX","FEMALE"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.5","14.5",,,"11.3","18.4","386",,,,"Hispanic","    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","20.2","20.2",,,"18.4","22.2","1,741",,,"Male",,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Sex","Male","SEX","MALE"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.1","14.1",,,"10.7","18.2","334",,,,"Non-Hispanic Black","    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","9.7","9.7",,,"8.0","11.7","1,021",,,,"Non-Hispanic White","    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","AK","Alaska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.9","19.9",,,"18.6","21.3","3,390","Total",,,,"    (64.84507995700051, -147.72205903599973)","OWS","OWS1","Q041","VALUE","02","Total","Total","OVR","OVERALL"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","11.9","11.9",,,"11.4","12.4","16,576",,"24 - 35",,,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.0","14.0",,,"13.5","14.6","14,577",,"36 - 47",,,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.6","13.6",,,"12.9","14.3","9,029",,"48 - 59",,,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.0","19.0",,,"16.6","21.8","856",,,,"American Indian/Alaska Native","    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.8","10.8",,,"8.9","13.1","814",,,,"Asian/Pacific Islander","    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","12.4","12.4",,,"12.0","12.9","19,786",,,"Female",,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Sex","Female","SEX","FEMALE"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.4","14.4",,,"14.0","14.8","25,755",,,,"Hispanic","    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.7","13.7",,,"13.2","14.1","20,396",,,"Male",,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Sex","Male","SEX","MALE"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","9.2","9.2",,,"8.3","10.2","3,682",,,,"Non-Hispanic Black","    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.5","10.5",,,"9.9","11.1","9,075",,,,"Non-Hispanic White","    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","AZ","Arizona","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.1","13.1",,,"12.7","13.4","40,182","Total",,,,"    (34.865970280000454, -111.76381127699972)","OWS","OWS1","Q041","VALUE","04","Total","Total","OVR","OVERALL"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","12.3","12.3",,,"11.4","13.2","4,964",,"24 - 35",,,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.3","14.3",,,"13.3","15.4","4,134",,"36 - 47",,,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","16.5","16.5",,,"15.1","17.9","2,637",,"48 - 59",,,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","12.9","12.9",,,"6.9","22.7","70",,,,"American Indian/Alaska Native","    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.3","10.3",,,"7.0","14.8","234",,,,"Asian/Pacific Islander","    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.1","13.1",,,"12.3","14.0","5,832",,,"Female",,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Sex","Female","SEX","FEMALE"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.1","19.1",,,"17.5","20.8","2,190",,,,"Hispanic","    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","14.8","14.8",,,"13.9","15.7","5,903",,,"Male",,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Sex","Male","SEX","MALE"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","11.6","11.6",,,"10.6","12.8","3,085",,,,"Non-Hispanic Black","    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.4","13.4",,,"12.6","14.3","6,154",,,,"Non-Hispanic White","    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","AR","Arkansas","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","13.9","13.9",,,"13.3","14.6","11,735","Total",,,,"    (34.74865012400045, -92.27449074299966)","OWS","OWS1","Q041","VALUE","05","Total","Total","OVR","OVERALL"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","15.3","15.3",,,"15.1","15.6","81,147",,"24 - 35",,,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","17.7","17.7",,,"17.4","18.0","78,105",,"36 - 47",,,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","19.1","19.1",,,"18.7","19.4","43,274",,"48 - 59",,,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","16.4","16.4",,,"14.6","18.4","1,495",,,,"American Indian/Alaska Native","    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.7","10.7",,,"10.2","11.3","13,969",,,,"Asian/Pacific Islander","    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","16.4","16.4",,,"16.2","16.7","99,474",,,"Female",,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Sex","Female","SEX","FEMALE"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","18.7","18.7",,,"18.5","18.9","156,872",,,,"Hispanic","    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","17.6","17.6",,,"17.4","17.9","103,052",,,"Male",,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Sex","Male","SEX","MALE"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","11.7","11.7",,,"11.2","12.2","14,417",,,,"Non-Hispanic Black","    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","11.4","11.4",,,"10.9","11.9","15,401",,,,"Non-Hispanic White","    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","CA","California","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","17.0","17.0",,,"16.9","17.2","202,526","Total",,,,"    (37.63864012300047, -120.99999953799971)","OWS","OWS1","Q041","VALUE","06","Total","Total","OVR","OVERALL"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","7.3","7.3",,,"6.8","7.9","8,825",,"24 - 35",,,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","9.0","9.0",,,"8.4","9.7","7,709",,"36 - 47",,,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.2","10.2",,,"9.4","11.0","5,168",,"48 - 59",,,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","8.4","8.4",,,"6.1","11.5","415",,,,"American Indian/Alaska Native","    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","6.0","6.0",,,"4.5","8.0","734",,,,"Asian/Pacific Islander","    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","8.2","8.2",,,"7.7","8.8","10,636",,,"Female",,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Sex","Female","SEX","FEMALE"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","10.8","10.8",,,"10.3","11.4","11,547",,,,"Hispanic","    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","8.9","8.9",,,"8.4","9.5","11,066",,,"Male",,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Sex","Male","SEX","MALE"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","6.9","6.9",,,"6.0","8.1","2,218",,,,"Non-Hispanic Black","    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","5.6","5.6",,,"5.1","6.2","6,786",,,,"Non-Hispanic White","    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2020","2020","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have obesity",,"Value","8.6","8.6",,,"8.2","9.0","21,702","Total",,,,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q041","VALUE","08","Total","Total","OVR","OVERALL"
