"YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit ","Sample_Size","Total","Age(months)","Sex","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"16.0","17.0","19,782",,"24 - 35",,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.9","16.9",,,"16.3","17.4","17,480",,"36 - 47",,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.2","17.2",,,"16.5","17.9","11,916",,"48 - 59",,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","12.7","12.7",,,"4.7","20.6","71",,,,"American Indian/Alaska Native","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","12.5","12.5",,,"11.3","13.8","2,870",,,,"Asian/Pacific Islander","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"16.0","16.9","24,447",,,"Female",,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Sex","Female","SEX","FEMALE"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.2","18.2",,,"17.6","18.8","17,132",,,,"Hispanic","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.1","17.1",,,"16.7","17.6","24,731",,,"Male",,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Sex","Male","SEX","MALE"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.2","16.7","9,273",,,,"Non-Hispanic Black","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"16.1","17.1","19,832",,,,"Non-Hispanic White","    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MA","Massachusetts","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.8","16.8",,,"16.5","17.1","49,178","Total",,,,"    (42.27687047000046, -72.08269067499964)","OWS","OWS1","Q040","VALUE","25","Total","Total","OVR","OVERALL"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.6","16.3","35,244",,"24 - 35",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.8","16.8",,,"16.4","17.2","30,552",,"36 - 47",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.8","17.9","19,497",,"48 - 59",,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.2","17.2",,,"15.2","19.2","1,341",,,,"American Indian/Alaska Native","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.8","14.8",,,"13.2","16.5","1,783",,,,"Asian/Pacific Islander","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.4","16.4",,,"16.1","16.8","42,013",,,"Female",,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Sex","Female","SEX","FEMALE"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.7","18.7",,,"18.0","19.3","13,436",,,,"Hispanic","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.7","16.7",,,"16.4","17.1","43,280",,,"Male",,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Sex","Male","SEX","MALE"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.9","14.9",,,"14.5","15.4","23,816",,,,"Non-Hispanic Black","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.9","16.9",,,"16.5","17.2","44,913",,,,"Non-Hispanic White","    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MI","Michigan","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"16.3","16.8","85,293","Total",,,,"    (44.6613195430005, -84.71439026999968)","OWS","OWS1","Q040","VALUE","26","Total","Total","OVR","OVERALL"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.8","14.8",,,"14.3","15.2","23,030",,"24 - 35",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.9","15.9",,,"15.4","16.4","20,412",,"36 - 47",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.3","16.3",,,"15.7","16.9","14,115",,"48 - 59",,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","20.7","20.7",,,"19.2","22.2","2,793",,,,"American Indian/Alaska Native","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"14.5","16.5","4,865",,,,"Asian/Pacific Islander","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"15.1","16.0","28,125",,,"Female",,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Sex","Female","SEX","FEMALE"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.6","18.0","11,821",,,,"Hispanic","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"15.1","16.0","29,432",,,"Male",,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Sex","Male","SEX","MALE"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.3","14.3",,,"13.7","14.9","12,516",,,,"Non-Hispanic Black","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.8","14.8",,,"14.3","15.2","25,560",,,,"Non-Hispanic White","    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MN","Minnesota","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"15.2","15.8","57,557","Total",,,,"    (46.35564873600049, -94.79420050299967)","OWS","OWS1","Q040","VALUE","27","Total","Total","OVR","OVERALL"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.4","15.4",,,"14.9","16.0","14,765",,"24 - 35",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"15.0","16.2","13,159",,"36 - 47",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"15.0","16.5","8,602",,"48 - 59",,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","26.1","26.1",,,"15.5","36.7","69",,,,"American Indian/Alaska Native","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.1","14.1",,,"9.3","19.0","205",,,,"Asian/Pacific Islander","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.5","15.5","17,953",,,"Female",,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Sex","Female","SEX","FEMALE"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.8","18.8",,,"17.2","20.4","2,170",,,,"Hispanic","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.6","16.6","18,573",,,"Male",,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Sex","Male","SEX","MALE"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.9","14.9",,,"14.5","15.4","22,798",,,,"Non-Hispanic Black","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.4","16.8","11,284",,,,"Non-Hispanic White","    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MS","Mississippi","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"15.2","15.9","36,526","Total",,,,"    (32.745510099000455, -89.53803082499968)","OWS","OWS1","Q040","VALUE","28","Total","Total","OVR","OVERALL"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"16.1","17.1","21,264",,"24 - 35",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"15.9","17.0","17,459",,"36 - 47",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"16.3","17.7","11,852",,"48 - 59",,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"11.2","20.2","255",,,,"American Indian/Alaska Native","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.7","13.7",,,"11.1","16.3","677",,,,"Asian/Pacific Islander","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.3","16.3",,,"15.8","16.7","24,761",,,"Female",,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Sex","Female","SEX","FEMALE"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.6","19.6",,,"18.6","20.6","6,056",,,,"Hispanic","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"16.6","17.5","25,814",,,"Male",,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Sex","Male","SEX","MALE"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.3","15.7","10,014",,,,"Non-Hispanic Black","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.7","16.7",,,"16.3","17.1","33,573",,,,"Non-Hispanic White","    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MO","Missouri","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.7","16.7",,,"16.3","17.0","50,575","Total",,,,"    (38.635790776000476, -92.56630005299968)","OWS","OWS1","Q040","VALUE","29","Total","Total","OVR","OVERALL"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.1","14.1",,,"12.8","15.4","2,871",,"24 - 35",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"14.1","17.0","2,532",,"36 - 47",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"13.8","17.1","1,791",,"48 - 59",,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.1","19.1",,,"17.3","20.9","1,932",,,,"American Indian/Alaska Native","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.3","11.3",,,"3.2","19.4","62",,,,"Asian/Pacific Islander","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.9","13.9",,,"12.8","15.0","3,547",,,"Female",,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Sex","Female","SEX","FEMALE"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.8","14.8",,,"11.7","17.9","514",,,,"Hispanic","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"14.8","17.2","3,647",,,"Male",,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Sex","Male","SEX","MALE"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.2","11.2",,,"6.4","16.1","169",,,,"Non-Hispanic Black","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.4","13.4",,,"12.4","14.3","4,508",,,,"Non-Hispanic White","    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2010","2010","MT","Montana","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.1","15.8","7,194","Total",,,,"    (47.06652897200047, -109.42442064499971)","OWS","OWS1","Q040","VALUE","30","Total","Total","OVR","OVERALL"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"16.3","18.2","6,002",,"24 - 35",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"15.9","18.0","5,272",,"36 - 47",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"15.9","18.1","4,348",,"48 - 59",,,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","20.2","20.2",,,"15.7","24.7","307",,,,"American Indian/Alaska Native","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"11.5","19.4","323",,,,"Asian/Pacific Islander","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.7","16.7",,,"15.8","17.5","7,638",,,"Female",,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Sex","Female","SEX","FEMALE"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","18.8","18.8",,,"17.8","19.8","5,977",,,,"Hispanic","    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2010","2010","NE","Nebraska","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.5","17.5",,,"16.7","18.3","7,984",,,"Male",,"    (41.6410409880005, -99.36572062299967)","OWS","OWS1","Q040","VALUE","31","Sex","Male","SEX","MALE"
